                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r24.08.1"                               "gfortran"                                 "13.3.0"                    "x86_64-linux-24.7.1"                                 "CRMATH"                               "20240909"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                tri_alpha                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                             co_core_mass                            one_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters 
                                     100                                      551                  3.9178846172435883E+003                  2.7080634236317120E+000                  7.9999887599231618E+000                  3.4201595287164267E+001                 -8.6949818816027733E+000                  0.0000000000000000E+000                  9.9999949647567077E-001                  2.5499715680446922E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999949647567077E-001                  2.5499715680446922E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.2089889055659851E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.2089889055659851E+001                 -1.2089889055659851E+001                 -3.6895571685509942E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6614061087526029E+000                  3.0190146842980288E+000                  1.7093482855083051E+000                  1.9224604330901196E+000                  0.0000000000000000E+000                  1.1007956586100114E+001                 -3.1928263878672021E+000                  6.0563588166803708E+000                  6.2145701012305943E-001                  8.5000496627254174E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607860785E-003                  9.3805276451495410E-003                  3.4468833607860776E-003                  9.3805276451495428E-003                  5.5999921319462169E+000                  2.2397584720314043E+000                                        0                                        4 
                                     110                                      568                  1.2406808444702352E+004                  3.0731018216279793E+000                  7.9999776528828859E+000                  3.4201594684197211E+001                 -9.0073647271302804E+000                  0.0000000000000000E+000                  9.9999982691285560E-001                  5.7855878438535191E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999982691285560E-001                  5.7855878438535191E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.0245440842411384E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.0245440842411384E+001                 -1.0245440842411384E+001                 -3.0810620108200368E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6795922486361898E+000                  2.8394832450989691E+000                  1.5832102861416009E+000                  2.1747358288564742E+000                  0.0000000000000000E+000                  1.1656965045480401E+001                 -2.6749065331113604E+000                  6.1915648934967358E+000                  6.2133571362741080E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  6.9999999999999996E-001                  2.7997020236474890E-001                  3.4468833607860789E-003                  9.3805276451495410E-003                  3.4468833607860785E-003                  9.3805276451495428E-003                  5.5999843570180232E+000                  2.2397553623910902E+000                                        0                                        4 
                                     120                                      577                  2.8237458561554438E+004                  3.2798688197758441E+000                  7.9999653795430552E+000                  3.4201594017914367E+001                 -9.1388531792131431E+000                  0.0000000000000000E+000                  9.9999990558837537E-001                  8.8945330898518860E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999990558837537E-001                  8.8945330898518860E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -8.4022054401013762E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -8.4022054401013762E+000                 -8.4022054401013762E+000                 -2.4678124108270527E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6974940907253160E+000                  2.8006018463598115E+000                  1.5279659025937711E+000                  2.2852239296692911E+000                  0.0000000000000000E+000                  1.2346586197535121E+001                 -2.1357664817159381E+000                  6.3444269704818419E+000                  6.2124857261739619E-001                  8.5000496627254163E-001                  1.2966429887659321E+000                  6.9999999999999896E-001                  2.7997020236474895E-001                  3.4468833607860789E-003                  9.3805276451495445E-003                  3.4468833607860789E-003                  9.3805276451495410E-003                  5.5999757656801377E+000                  2.2397519262216563E+000                                        0                                        4 
                                     130                                      603                  4.8911355279505704E+004                  3.3332189712924887E+000                  7.9999454698703296E+000                  3.4201592937075723E+001                 -8.9554787101504871E+000                  0.0000000000000000E+000                  9.9999994689302352E-001                  9.9970048920074406E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999994689302352E-001                  9.9970048920074406E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.4978172536092238E+000                 -9.8999999999999986E+001                 -2.1674159687806643E+001                 -6.4978172536092238E+000                 -6.4978172536097798E+000                 -1.8390666689879374E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7351581435502492E+000                  2.9611116548738647E+000                  1.5328927012009306E+000                  2.2753692516163246E+000                  0.0000000000000000E+000                  1.3049813565451178E+001                 -1.6084277341355155E+000                  6.5202544725540967E+000                  6.2116892162575599E-001                  8.5000496627250988E-001                  1.2966429887660391E+000                  6.9999999999990348E-001                  2.7997020236474895E-001                  3.4468833607860789E-003                  9.3805276451495428E-003                  3.4468833607860794E-003                  9.3805276451495410E-003                  5.5999618289091737E+000                  2.2397463521065544E+000                                        0                                        6 
                                     140                                      664                  6.7859424224739327E+004                  3.2562894273663030E+000                  7.9999271640221270E+000                  3.4201591943301700E+001                 -9.0722784429456755E+000                  0.0000000000000000E+000                  9.9999963022405536E-001                  9.9999878837658240E-001                  9.9999999502031456E-001                  9.9999994045713170E-001                  9.9999963022405536E-001                  9.9999878837658240E-001                  9.9999999502031456E-001                  9.9999994045713170E-001                 -5.2343917190197571E+000                 -9.8999999999999986E+001                 -2.1072099696478681E+001                 -5.2343917190197571E+000                 -5.2343917193237628E+000                 -1.4389295072970759E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8082388388797406E+000                  2.9785085195459344E+000                  1.3954297428779827E+000                  2.5502941744882017E+000                  0.0000000000000000E+000                  1.3572811562477519E+001                 -1.2073939268529650E+000                  6.6430666624945971E+000                  6.2114276519492906E-001                  8.5000496627188593E-001                  1.2966429887681357E+000                  6.9999999999803275E-001                  2.7997020236474890E-001                  3.4468833607860776E-003                  9.3805276451495410E-003                  3.4468833607860798E-003                  9.3805276451495428E-003                  5.5999490148141957E+000                  2.2397412270145258E+000                                        1                                        6 
                                     150                                      674                  9.0354810692787112E+004                  3.4723960026122986E+000                  7.9999097873730731E+000                  3.4201590999969241E+001                 -9.1265445262648512E+000                  0.0000000000000000E+000                  9.9999988296916420E-001                  9.9999964838047561E-001                  1.0000000000000000E+000                  9.9999999239744641E-001                  9.9999988296916420E-001                  9.9999964838047561E-001                  1.0000000000000000E+000                  9.9999999239744641E-001                 -4.0548351022700659E+000                 -9.8999999999999986E+001                 -1.9566949718158774E+001                 -4.0548351022700651E+000                 -4.0548351987561730E+000                 -1.0708154675616028E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8895476515027227E+000                  3.0586591622775359E+000                  1.2728874389978186E+000                  2.7953778389160671E+000                  0.0000000000000000E+000                  1.4116464529781842E+001                 -7.8650053869178560E-001                  6.7670057234601044E+000                  6.2112887075481227E-001                  8.5000496626099564E-001                  1.2966429888047566E+000                  6.9999999996536078E-001                  2.7997020236474895E-001                  3.4468833607860390E-003                  9.3805276451495445E-003                  3.4468833607860776E-003                  9.3805276451495376E-003                  5.5999368511365839E+000                  2.2397363620705737E+000                                        2                                        5 
                                     160                                      700                  1.1582257842405300E+005                  3.3657160848838861E+000                  7.9998929322357455E+000                  3.4201590084946318E+001                 -9.2893438564287774E+000                  0.0000000000000000E+000                  9.9999997054177814E-001                  9.9999990823151275E-001                  9.9999999927294081E-001                  9.9999999826168706E-001                  9.9999997054177814E-001                  9.9999990823151275E-001                  9.9999999927294081E-001                  9.9999999826168706E-001                 -2.7725253364577327E+000                 -9.8999999999999986E+001                 -1.8362829735502849E+001                 -2.7725253364577327E+000                 -2.7725741259575147E+000                 -6.7220076767797252E+000                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9949352878673072E+000                  3.2490979805786799E+000                  1.1573315754192219E+000                  3.0264886510503364E+000                  0.0000000000000000E+000                  1.4739470884311659E+001                 -3.1175458057542910E-001                  6.9158646616891026E+000                  6.2111953060107494E-001                  8.5000496606238396E-001                  1.2966429894725677E+000                  6.9999999936959167E-001                  2.7997020236483050E-001                  3.4468833604820587E-003                  9.3805276451495896E-003                  3.4468833607860802E-003                  9.3805276451495428E-003                  5.5999250520945809E+000                  2.2397316431343848E+000                                        2                                        3 
                                     170                                      706                  1.3731487812912645E+005                  3.3119507628929417E+000                  7.9998878033802363E+000                  3.4201589806513297E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999690606711800E-001                  9.9999538557142909E-001                  9.9999999232352643E-001                  9.9999997443727495E-001                  9.9999690606711800E-001                  9.9999538557142909E-001                  9.9999999232352643E-001                  9.9999997443727495E-001                 -1.6428899664838816E+000                 -5.3693686672356357E+001                 -9.8999999999999986E+001                 -1.6428899664838819E+000                 -1.6529071223562422E+000                 -3.2849287970279151E+000                 -5.3693686672356357E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0976917041874978E+000                  3.4315961033159277E+000                  1.0430678041474652E+000                  3.2550159151608287E+000                  0.0000000000000000E+000                  1.5300994645865668E+001                  1.0638048378351364E-001                  7.0589579793982482E+000                  6.2111405835880362E-001                  8.5000496372764667E-001                  1.2966429972838380E+000                  6.9999999247242384E-001                  2.7997020245865645E-001                  3.4468826389024792E-003                  9.3805276451347352E-003                  3.4468833607860794E-003                  9.3805276451495480E-003                  5.5999214564414261E+000                  2.2397302072281864E+000                                        2                                        3 
                                     180                                      739                  1.5909244213259598E+005                  3.3230006759670077E+000                  7.9998878033802363E+000                  3.4201589806513297E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999942566770250E-001                  9.9999862546813645E-001                  9.9999999833943787E-001                  9.9999999417496721E-001                  9.9999942566770250E-001                  9.9999862546813645E-001                  9.9999999833943787E-001                  9.9999999417496721E-001                  1.6525744921891208E-001                 -4.5081427791339863E+001                 -1.5176438519807359E+001                  1.6525744921891231E-001                 -2.9524076441495228E-001                 -1.9390182194514723E-002                 -4.5081427791339863E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.2038012889632155E+000                  3.5695833394844292E+000                  8.9984225268028106E-001                  3.5414670180951973E+000                  0.0000000000000000E+000                  1.5864979372177718E+001                  5.1841721466956503E-001                  7.2098809233862742E+000                  6.2110677545263915E-001                  8.5000482719941928E-001                  1.2966434208380881E+000                  6.9999973246366443E-001                  2.7997028699190696E-001                  3.4455948266402863E-003                  9.3805275108710916E-003                  3.4468833607860794E-003                  9.3805276451495480E-003                  5.5999213498157063E+000                  2.2397302280557514E+000                                        2                                        3 
                                     190                                      826                  1.8583816156069533E+005                  3.5532016491983316E+000                  7.9998878033802363E+000                  3.4201589806513297E+001                 -9.8999999999999986E+001                  1.5575314880145086E-001                  1.9279665965334147E-002                  7.8130292574144898E-008                  9.9999989575393544E-001                  9.9999972696372363E-001                  1.9279665965334147E-002                  7.8130292574144898E-008                  9.9999989575393544E-001                  9.9999972696372363E-001                  3.0026318723613392E+000                 -3.6832829555581249E+001                 -9.8999999999999986E+001                  3.0026318723613392E+000                  1.7755457732184543E+000                  2.9760918901581688E+000                 -3.6832829555581249E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1511469899371634E+033                  3.6182173648483310E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3072541879619957E+000                  3.6207885194181038E+000                  7.1853904464955798E-001                  3.9040734341566434E+000                  0.0000000000000000E+000                  1.6400656154905370E+001                  8.7829867734033296E-001                  7.3787318261427055E+000                  6.1721172315298845E-001                  8.4991257209129878E-001                  1.2969465088310945E+000                  6.9982152545754839E-001                  2.7998740947705103E-001                  2.3652467200393620E-003                  9.3800165795259096E-003                  3.4468833607860794E-003                  9.3805276451495480E-003                  5.5998501776778999E+000                  2.2397403764725308E+000                                        2                                        5 
                                     200                                      887                  2.7650526127125282E+005                  4.1557152977934066E+000                  7.9998878033802363E+000                  3.4201589806513297E+001                 -9.8999999999999986E+001                  1.6777548739358163E+000                  2.0692587205120960E-001                  7.8130292241077990E-008                  9.9999997157900422E-001                  9.9999994607022624E-001                  2.0692587205120960E-001                  7.8130292241077990E-008                  9.9999997157900422E-001                  9.9999994607022624E-001                  3.4224237581924228E+000                 -3.1703455424086144E+001                 -9.8999999999999986E+001                  3.4224237581924228E+000                  1.6156683820274573E+000                  3.4155934608863752E+000                 -3.1703455424086144E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.7825683497468904E+033                  7.0069068779501031E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3544240589997489E+000                  3.4671950816508295E+000                  5.4740258369041384E-001                  4.2463463560749313E+000                  0.0000000000000000E+000                  1.6702072259276722E+001                  1.0752995529785667E+000                  7.4793096549562197E+000                  6.1738163963990578E-001                  8.4946528209756333E-001                  1.2982319399755349E+000                  6.9893043928497189E-001                  2.8051197256905941E-001                  5.0603419457864401E-005                  9.3098617140754559E-003                  3.4468833607860794E-003                  9.3805276451495480E-003                  5.5977348999336041E+000                  2.2406985263557710E+000                                        2                                        5 
                                     210                                      877                  7.2234541928700823E+005                  4.9475277582696551E+000                  7.9998878033802363E+000                  3.4201589806513297E+001                 -9.8999999999999986E+001                  2.2540324016614579E+000                  2.7937063400394568E-001                  7.8130292019033385E-008                  9.9999997157900422E-001                  9.9999995387455398E-001                  2.7937063400394568E-001                  7.8130292019033385E-008                  9.9999997157900422E-001                  9.9999995387455398E-001                  3.4380027735827734E+000                 -3.1636999691553736E+001                 -1.2342229822223228E+001                  3.4380027735827734E+000                  1.4612519616535642E+000                  3.4333966613054403E+000                 -3.1636999691553736E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.8905388494296042E+033                  4.2716031762073882E+033                  4.8372892159933765E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  6.6895729286801746E+033                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3503336480792978E+000                  3.4370404356063835E+000                  5.4050608250909282E-001                  4.2601393584375735E+000                  0.0000000000000000E+000                  1.6693679683127101E+001                  1.0671260911070140E+000                  7.4802909230881465E+000                  6.1985799388973950E-001                  8.4686858031292755E-001                  1.3047945998590038E+000                  6.9373703705600653E-001                  2.8578866481297710E-001                  5.6153480004132656E-005                  8.6509738425464278E-003                  3.4468833607860794E-003                  9.3805276451495480E-003                  5.5852389427328299E+000                  2.2529468735308553E+000                                        2                                        5 
                                     220                                      878                  3.4828701642417307E+006                  5.7393402187459035E+000                  7.9998878033802363E+000                  3.4201589806513297E+001                 -9.8999999999999986E+001                  2.2398003095453602E+000                  2.7937063400394585E-001                  7.8130292185566839E-008                  2.8954763028219682E-001                  2.8790821427181146E-001                  2.7937063400394585E-001                  7.8130292185566839E-008                  2.8954763028219682E-001                  2.8790821427181146E-001                  3.4533694709160074E+000                 -3.1783409002902332E+001                 -9.8999999999999986E+001                  3.4533694709160074E+000                  1.3696804766288475E+000                  3.4497728689532878E+000                 -3.1783409002902332E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9013267012536082E+033                  4.2155884126657376E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3436667133993820E+000                  3.4527679662171842E+000                  5.6170371717432332E-001                  4.2177440891071125E+000                  0.0000000000000000E+000                  1.6655494346887181E+001                  1.0439422184297511E+000                  7.4759149642987932E+000                  6.3657111164741276E-001                  8.2989296381935007E-001                  1.3494849814020797E+000                  6.5978581460758290E-001                  3.2007073587505819E-001                  7.7692920087304822E-005                  6.0331571162764363E-003                  3.4468833607860794E-003                  9.3805276451495480E-003                  5.5069390219758176E+000                  2.3316674698771300E+000                                        2                                        5 
                                     230                                      865                  1.0971791639510447E+007                  5.8170292582876844E+000                  7.9998878033802363E+000                  3.4201589806513297E+001                 -9.8999999999999986E+001                  1.9809145353897453E+000                  2.4655568222135121E-001                  7.8130292407611444E-008                  9.9999995685039367E-001                  9.9999991483177109E-001                  2.4655568222135121E-001                  7.8130292407611444E-008                  9.9999995685039367E-001                  9.9999991483177109E-001                  3.5074026375819050E+000                 -3.1295315455514110E+001                 -1.2041199826559247E+001                  3.5074026375819050E+000                  1.1984885856879139E+000                  3.5052649774821387E+000                 -3.1295315455514110E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9076935677889699E+033                  3.9978069332089253E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3318853550503968E+000                  3.5069637672702645E+000                  6.1236433439883386E-001                  4.1164228546580910E+000                  0.0000000000000000E+000                  1.6605359909641596E+001                  1.0264951321444706E+000                  7.4791548016175957E+000                  6.9651525443815088E-001                  7.7577221930560414E-001                  1.5152743082064328E+000                  5.5154438209021683E-001                  4.2872900403206843E-001                  1.0700418558414951E-004                  2.7389099294782972E-003                  3.4468833607860794E-003                  9.3805276451495480E-003                  5.2771905746451360E+000                  2.5621408239624679E+000                                        2                                        5 
                                     240                                      857                  1.6706260470945865E+007                  5.7083685563836175E+000                  7.9998878033802363E+000                  3.4201589806513297E+001                 -9.8999999999999986E+001                  1.7345349556465155E+000                  2.1353433622932971E-001                  7.8130292241077990E-008                  9.9999994246752533E-001                  9.9999987094434806E-001                  2.1353433622932971E-001                  7.8130292241077990E-008                  9.9999994246752533E-001                  9.9999987094434806E-001                  3.5563258133047873E+000                 -3.0566922197844658E+001                 -9.8999999999999986E+001                  3.5563258133047868E+000                  1.0355761472175731E+000                  3.5550145493828520E+000                 -3.0566922197844658E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.8826236269565925E+033                  3.7249032201270385E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3205348709440283E+000                  3.5558551558678055E+000                  6.5951099691034210E-001                  4.0221295296350750E+000                  0.0000000000000000E+000                  1.6579237016151190E+001                  1.0304377737689980E+000                  7.4877346501861979E+000                  7.6752883937966943E-001                  7.2262156191148585E-001                  1.7233621880649734E+000                  4.4524309969755133E-001                  5.3519251007265167E-001                  1.2146701518474506E-004                  1.4611820126453909E-003                  3.4468833607860794E-003                  9.3805276451495480E-003                  5.0795288747163880E+000                  2.7600602131957910E+000                                        2                                        5 
                                     250                                      845                  2.1209865381144226E+007                  5.6071742911831599E+000                  7.9998878033802363E+000                  3.4201589806513297E+001                 -9.8999999999999986E+001                  1.5082848159335371E+000                  1.8713173300649183E-001                  7.8130292518633747E-008                  9.9999992034003549E-001                  9.9999980194942961E-001                  1.8713173300649183E-001                  7.8130292518633747E-008                  9.9999992034003549E-001                  9.9999980194942961E-001                  3.6002424328362044E+000                 -2.9731853980787172E+001                 -9.8999999999999986E+001                  3.6002424328362044E+000                  8.5207386833160026E-001                  3.5994661788990059E+000                 -2.9731853980787172E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.8220624950083511E+033                  3.5119418921134201E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3070265127933816E+000                  3.5997031756663418E+000                  7.0845172311090387E-001                  3.9242480772339516E+000                  0.0000000000000000E+000                  1.6564460242828460E+001                  1.0471093349841534E+000                  7.4988084634783467E+000                  8.5427648083422492E-001                  6.6969323317752472E-001                  1.9964543737305711E+000                  3.3938645734047790E-001                  6.4112675350285386E-001                  1.3154518364901622E-004                  8.5417364593699785E-004                  3.4468833607860794E-003                  9.3805276451495480E-003                  4.9069867334573498E+000                  2.9327084282295939E+000                                        2                                        5 
                                     260                                      858                  2.4754320307574682E+007                  5.4998363847886980E+000                  7.9998878033802363E+000                  3.4201589806513297E+001                 -9.8999999999999986E+001                  1.2926264575565336E+000                  1.6090874110780129E-001                  7.8130292352100293E-008                  9.9999988296916353E-001                  9.9999968754057078E-001                  1.6090874110780129E-001                  7.8130292352100293E-008                  9.9999988296916353E-001                  9.9999968754057078E-001                  3.6388832378283196E+000                 -2.8747436321974014E+001                 -1.1740169830895265E+001                  3.6388832378283200E+000                  6.3251303238751988E-001                  3.6384550560523481E+000                 -2.8747436321974014E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.7234280786804071E+033                  3.2809571376556559E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.2906171379320188E+000                  3.6382470019160573E+000                  7.6054238595848822E-001                  3.8200667515387829E+000                  0.0000000000000000E+000                  1.6562146335899023E+001                  1.0785362662946116E+000                  7.5128586384764020E+000                  9.6371644471248841E-001                  6.1651658720255675E-001                  2.3745465889274744E+000                  2.3303317179567062E-001                  7.4752011835411025E-001                  1.4062889714949695E-004                  5.4580453543468584E-004                  3.4468833607860794E-003                  9.3805276451495480E-003                  4.7577772525477426E+000                  3.0819613937599932E+000                                        2                                        5 
                                     270                                      861                  2.7538452824160304E+007                  5.3984442584438801E+000                  7.9998878033802363E+000                  3.4201589806513297E+001                 -9.8999999999999986E+001                  1.0984620060888568E+000                  1.3505545521054463E-001                  7.8130292352100293E-008                  9.9999982494596740E-001                  9.9999949513016606E-001                  1.3505545521054463E-001                  7.8130292352100293E-008                  9.9999982494596740E-001                  9.9999949513016606E-001                  3.6725885684911614E+000                 -2.7442661515616614E+001                 -9.8999999999999986E+001                  3.6725885684911610E+000                  3.6987232060802017E-001                  3.6723722088568440E+000                 -2.7442661515616614E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5906810946735574E+033                  3.0865167823387676E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.2719163200895123E+000                  3.6719139799640255E+000                  8.1477751066748538E-001                  3.7115965021207886E+000                  0.0000000000000000E+000                  1.6583395313143978E+001                  1.1339712517275022E+000                  7.5327676657306437E+000                  1.1048617964264937E+000                  5.6349077187179064E-001                  2.9274021448329952E+000                  1.2698154331356748E-001                  8.5359373828065077E-001                  1.5140181307584183E-004                  3.8428917412726258E-004                  3.4468833607860794E-003                  9.3805276451495480E-003                  4.6305068385136536E+000                  3.2092488721274375E+000                                        2                                        5 
